33, 16.13
36, 76.04
37, 83.56
38, 80.79
40, 105.58
43, 94.50
39, 76.03
40, 80.57
42, 96.61
44, 104.95
41, 85.26
41, 71.92
42, 107.04
46, 103.40
41, 81.64
42, 87.65
43, 108.02
45, 97.95
42, 85.22
42, 85.69
43, 104.94
44, 103.02
44, 86.30
43, 74.13
43, 83.17
44, 107.93
45, 106.07
43, 82.78
43, 80.50
44, 106.93
48, 102.99
43, 86.66
43, 86.79
44, 96.67
46, 109.06
43, 86.61
43, 72.44
44, 107.93
45, 107.17
43, 86.12
43, 71.95
44, 107.03
44, 94.88
48, 86.43
43, 86.38
43, 77.65
44, 108.21
45, 104.56
45, 101.49
43, 81.41
44, 84.95
44, 94.28
47, 97.67
43, 86.29
43, 77.42
44, 108.06
45, 104.47
47, 102.44
43, 82.87
43, 84.87
44, 93.52
45, 95.13
44, 86.38
43, 78.27
44, 108.29
44, 105.67
47, 105.69
43, 76.97
43, 85.59
44, 90.31
45, 99.38
47, 108.15
43, 83.57
43, 86.77
44, 97.81
45, 107.48
45, 76.64
43, 85.92
44, 88.15
44, 106.51
46, 97.45
43, 85.71
43, 85.93
44, 98.00
45, 108.58
48, 83.26
43, 86.97
44, 74.90
44, 107.74
45, 99.06
43, 95.79
43, 84.40
44, 84.38
44, 95.85
46, 96.16
43, 86.93
44, 80.61
44, 105.79
45, 103.56
47, 105.53
43, 73.44
44, 86.07
44, 105.18
45, 106.12
45, 75.11
43, 85.30
43, 90.06
44, 96.68
46, 108.19
43, 80.36
43, 86.85
43, 86.54
45, 106.10
47, 95.06
43, 84.89
43, 86.00
44, 104.89
46, 100.74
43, 86.18
43, 86.11
44, 95.88
45, 107.67
45, 71.59
43, 75.06
43, 108.17
44, 105.18
48, 103.86
43, 78.57
43, 85.16
44, 90.67
45, 98.06
46, 108.39
43, 84.47
43, 86.01
44, 93.89
45, 108.28
43, 80.52
43, 86.69
43, 84.86
44, 106.81
46, 95.57
43, 85.89
43, 83.03
44, 107.07
44, 96.64
48, 92.06
43, 86.38
43, 82.93
44, 97.16
45, 96.97
46, 107.30
43, 78.21
43, 86.47
44, 104.50
46, 106.84
43, 71.72
43, 85.70
43, 88.28
44, 105.08
47, 100.12
43, 85.50
43, 86.18
44, 99.73
45, 107.25
43, 83.11
43, 82.58
43, 108.13
44, 97.14
47, 86.07
43, 86.18
43, 74.23
44, 108.21
45, 98.95
43, 85.35
43, 83.50
44, 103.65
45, 94.58
43, 85.59
43, 86.89
43, 88.03
44, 98.87
47, 107.71
43, 74.31
43, 82.14
44, 106.45
47, 107.62
43, 76.12
44, 97.70
47, 81.84
43, 86.59
43, 87.90
44, 96.51
46, 108.36
43, 76.71
43, 85.25
44, 106.32
45, 105.56
44, 86.39
43, 86.00
43, 88.88
44, 105.51
43, 86.24
43, 83.33
44, 99.90
45, 107.95
45, 78.12
43, 85.92
43, 91.91
44, 105.27
43, 86.56
43, 77.37
44, 108.80
45, 102.46
43, 97.08
43, 86.53
43, 78.92
45, 106.39
47, 106.66
43, 83.77
43, 86.94
44, 95.77
47, 104.99
43, 86.70
43, 86.41
44, 103.43
46, 104.43
43, 85.83
43, 86.20
44, 96.24
45, 96.90
43, 86.51
43, 73.15
43, 106.64
45, 108.39
46, 94.96
43, 85.36
43, 86.93
44, 105.78
48, 105.60
43, 86.94
43, 85.84
44, 97.41
47, 105.56
43, 86.84
43, 86.22
44, 99.87
46, 93.60
43, 86.21
43, 73.19
44, 108.01
45, 97.49
47, 86.33
43, 86.13
44, 78.44
44, 106.60
46, 95.98
43, 85.43
43, 87.01
44, 84.49
45, 106.32
45, 103.99
43, 82.75
44, 86.89
45, 93.83
47, 105.75
43, 81.12
44, 83.04
44, 108.05
47, 101.55
43, 81.26
43, 82.86
44, 108.77
47, 99.03
43, 82.64
43, 85.94
44, 106.55
46, 102.43
43, 94.69
43, 85.98
44, 86.58
45, 106.37
46, 107.84
43, 80.44
43, 85.64
44, 97.43
46, 93.32
43, 86.07
43, 82.36
44, 94.83
45, 106.19
43, 73.26
43, 84.10
43, 95.68
45, 108.11
45, 72.66
43, 86.07
43, 90.04
44, 94.61
47, 107.06
43, 74.68
43, 72.48
44, 105.64
48, 103.36
43, 86.83
43, 80.94
44, 105.85
45, 102.39
44, 84.72
43, 85.94
43, 74.65
44, 107.39
47, 96.40
43, 85.72
43, 86.55
44, 105.33
45, 103.68
47, 85.04
43, 85.98
43, 73.35
44, 108.35
45, 101.75
43, 97.90
43, 85.73
43, 84.31
44, 93.89
47, 95.00
43, 86.24
43, 78.32
44, 108.01
44, 105.48
47, 104.68
43, 76.97
43, 85.36
44, 96.85
45, 95.98
44, 86.25
43, 81.93
43, 105.29
44, 104.44
47, 104.47
43, 76.49
43, 85.25
43, 91.12
45, 95.62
46, 107.78
43, 81.99
43, 86.81
44, 101.26
45, 107.42
43, 72.00
43, 85.90
43, 89.58
44, 101.35
48, 108.04
43, 83.45
43, 86.76
